,Link,Code,For_rent_sale,Price,Area,Floor,Rooms,Dates
4183,https://akcern.am/en/property/9497,Code - 258463,For sale,"350,000 USD",'Total area 70 m 2','Floor 3','Count of rooms 2',23.09.2020
4184,https://akcern.am/en/property/9439,Code - 258419,For rent,700 USD,'Total area 66 m 2','Floor 3','Count of rooms 2',18.09.2020
4185,https://akcern.am/en/property/9447,Code - 158428,For sale,"70,000 USD",'Total area 40 m 2','Floor 7','Count of rooms 1',18.09.2020
4186,https://akcern.am/en/property/9432,Code - 258415,For sale,"62,000 USD",'Total area 64 m 2','Floor ','Count of rooms 2',17.09.2020
4187,https://akcern.am/en/property/9426,Code - 358409,For sale,"175,000 USD",'Total area 80 m 2','Floor ','Count of rooms 3',16.09.2020
4188,https://akcern.am/en/property/9404,Code - 258383,For rent,360 USD,'Total area 56 m 2','Floor 3','Count of rooms 2',14.09.2020
4189,https://akcern.am/en/property/9376,Code - 22166,For sale,"125,000 USD",'Total area 54 m 2','Floor 4','Count of rooms 2',11.09.2020
4190,https://akcern.am/en/property/9375,Code - 11303,For sale,"81,000 USD",'Total area 44 m 2','Floor ','Count of rooms 1',11.09.2020
4191,https://akcern.am/en/property/9374,Code - 11302,For sale,"71,000 USD",'Total area 36 m 2','Floor ','Count of rooms 1',11.09.2020
4192,https://akcern.am/en/property/7767,Code - 80431,For sale,"256,000 USD",'Total area 125 m 2','Floor 5','Count of rooms 4',11.09.2020
4193,https://akcern.am/en/property/4642,Code - 22518,For sale,"70,000 USD",'Total area 70 m 2','Floor 3','Count of rooms 2',11.09.2020
4194,https://akcern.am/en/property/9372,Code - 80449,For sale,"300,000 USD",'Total area 157 m 2','Floor 3','Count of rooms 4',11.09.2020
4195,https://akcern.am/en/property/3079,Code - 20742,For rent,700 USD,'Total area 77 m 2','Floor 3','Count of rooms 2',09.09.2020
4196,https://akcern.am/en/property/4860,Code - 20795,For rent,550 USD,'Total area 84 m 2','Floor 2','Count of rooms 2',09.09.2020
4197,https://akcern.am/en/property/8525,Code - 40619,For sale,"75,000 USD",'Total area 94 m 2','Floor 4','Count of rooms 4',09.09.2020
4198,https://akcern.am/en/property/6350,Code - 22587,For sale,"92,000 USD",'Total area 68 m 2','Floor 2','Count of rooms 2',09.09.2020
4199,https://akcern.am/en/property/1916,Code - 31518,For sale,"120,000 USD",'Total area 103 m 2','Floor 2','Count of rooms 3',08.09.2020
4200,https://akcern.am/en/property/9342,Code - 40626,For sale,"78,000 USD",'Total area 107 m 2','Floor 5','Count of rooms 4',08.09.2020
4201,https://akcern.am/en/property/2975,Code - 11013,For sale,"100,000 USD",'Total area 43 m 2','Floor 9','Count of rooms 1',07.09.2020
4202,https://akcern.am/en/property/2798,Code - 32153,For sale,"90,000 USD",'Total area 80 m 2','Floor 5','Count of rooms 3',07.09.2020
4203,https://akcern.am/en/property/4724,Code - 80384,For sale,"980,000 USD",'Total area 331 m 2','Floor 3','Count of rooms 5',05.09.2020
4204,https://akcern.am/en/property/3999,Code - 80358,For sale,"75,000 USD",'Total area 182 m 2','Floor 1','Count of rooms 5',05.09.2020
4205,https://akcern.am/en/property/9334,Code - 80447,For sale,"120,000 USD",'Total area 100 m 2','Floor 3','Count of rooms 3',05.09.2020
4206,https://akcern.am/en/property/9315,Code - 40687,For sale,"100,000 USD",'Total area 95 m 2','Floor 6','Count of rooms 3',05.09.2020
4207,https://akcern.am/en/property/735,Code - 21224,For sale,"100,000 USD",'Total area 105 m 2','Floor 1','Count of rooms 2',05.09.2020
4208,https://akcern.am/en/property/8076,Code - 11367,For sale,"55,000 USD",'Total area 44 m 2','Floor 8','Count of rooms 1',05.09.2020
4209,https://akcern.am/en/property/2673,Code - 80413,For sale,"135,000 USD",'Total area 197 m 2','Floor 3','Count of rooms 5',04.09.2020
4210,https://akcern.am/en/property/9300,Code - 80419,For sale,"200,000 USD",'Total area 153 m 2','Floor ','Count of rooms 4',04.09.2020
4211,https://akcern.am/en/property/9256,Code - 32957,For sale,"100,000 USD",'Total area 96 m 2','Floor 13','Count of rooms 3',03.09.2020
4212,https://akcern.am/en/property/5349,Code - 31991,For sale,"200,000 USD",'Total area 108 m 2','Floor 6','Count of rooms 3',03.09.2020
4213,https://akcern.am/en/property/9258,Code - 21948,For sale,"55,000 USD",'Total area 61 m 2','Floor 4','Count of rooms 2',03.09.2020
4214,https://akcern.am/en/property/9298,Code - 80556,For sale,"300,000 USD",'Total area 200 m 2','Floor 4','Count of rooms 4',03.09.2020
4215,https://akcern.am/en/property/3057,Code - 80047,For rent,400 USD,'Total area 147 m 2','Floor 5','Count of rooms 4',03.09.2020
4216,https://akcern.am/en/property/9290,Code - 11070,For sale,"14,000 USD",'Total area 45 m 2','Floor 2','Count of rooms 1',02.09.2020
4217,https://akcern.am/en/property/6748,Code - 11259,For sale,"41,000 USD",'Total area 40 m 2','Floor 12','Count of rooms 1',01.09.2020
4218,https://akcern.am/en/property/8471,Code - 11289,For sale,"65,000 USD",'Total area 51 m 2','Floor 3','Count of rooms 1',31.08.2020
4219,https://akcern.am/en/property/9267,Code - 33157,For sale,"60,000 USD",'Total area 87 m 2','Floor ','Count of rooms 3',29.08.2020
4220,https://akcern.am/en/property/9268,Code - 22665,For sale,"60,000 USD",'Total area 53 m 2','Floor 5','Count of rooms 2',29.08.2020
4221,https://akcern.am/en/property/8833,Code - 33145,For sale,"137,000 USD",'Total area 70 m 2','Floor 4','Count of rooms 3',29.08.2020
4222,https://akcern.am/en/property/8697,Code - 40621,For sale,"160,000 USD",'Total area 94 m 2','Floor 5','Count of rooms 4',29.08.2020
4223,https://akcern.am/en/property/9228,Code - 32104,For sale,"66,000 USD",'Total area 75 m 2','Floor 3','Count of rooms 3',29.08.2020
4224,https://akcern.am/en/property/9189,Code - 32953,For sale,"60,000 USD",'Total area 79 m 2','Floor 3','Count of rooms 3',29.08.2020
4225,https://akcern.am/en/property/9202,Code - 80628,For sale,"450,000 USD",'Total area 223 m 2','Floor ','Count of rooms 7',29.08.2020
4226,https://akcern.am/en/property/5313,Code - 32351,For sale,"75,000 USD",'Total area 83 m 2','Floor ','Count of rooms 3',28.08.2020
4227,https://akcern.am/en/property/8489,Code - 80515,For sale,"92,000 USD",'Total area 110 m 2','Floor 4','Count of rooms 3',28.08.2020
4228,https://akcern.am/en/property/8457,Code - 32086,For sale,"56,000 USD",'Total area 79 m 2','Floor 5','Count of rooms 3',28.08.2020
4229,https://akcern.am/en/property/8360,Code - 21505,For sale,"77,000 USD",'Total area 61 m 2','Floor 4','Count of rooms 2',28.08.2020
4230,https://akcern.am/en/property/8716,Code - 21520,For sale,"144,000 USD",'Total area 78 m 2','Floor 13','Count of rooms 2',28.08.2020
4231,https://akcern.am/en/property/5751,Code - 80532,For sale,"260,000 USD",'Total area 251 m 2','Floor 4','Count of rooms 5',28.08.2020
4232,https://akcern.am/en/property/2039,Code - 21410,For sale,"184,000 USD",'Total area 64 m 2','Floor 2','Count of rooms 2',27.08.2020
4233,https://akcern.am/en/property/5582,Code - 21998,For sale,"77,000 USD",'Total area 65 m 2','Floor 6','Count of rooms 2',27.08.2020
4234,https://akcern.am/en/property/9244,Code - 32784,For sale,"95,000 USD",'Total area 88 m 2','Floor 3','Count of rooms 3',27.08.2020
4235,https://akcern.am/en/property/8919,Code - 80516,For sale,"245,000 USD",'Total area 150 m 2','Floor ','Count of rooms 4',27.08.2020
4236,https://akcern.am/en/property/9242,Code - 80555,For sale,"68,000 USD",'Total area 89 m 2','Floor ','Count of rooms 1',26.08.2020
4237,https://akcern.am/en/property/9229,Code - 21527,For sale,"60,000 USD",'Total area 69 m 2','Floor 1','Count of rooms 2',26.08.2020
4238,https://akcern.am/en/property/8464,Code - 80441,For sale,"750,000 USD",'Total area 250 m 2','Floor 14','Count of rooms 4',26.08.2020
4239,https://akcern.am/en/property/6404,Code - 80411,For sale,"68,000 USD",'Total area 114 m 2','Floor ','Count of rooms 3',26.08.2020
4240,https://akcern.am/en/property/9226,Code - 40686,For sale,"88,000 USD",'Total area 93 m 2','Floor 6','Count of rooms 4',26.08.2020
4241,https://akcern.am/en/property/8328,Code - 22131,For sale,"71,000 USD",'Total area 57 m 2','Floor 2','Count of rooms 2',25.08.2020
4242,https://akcern.am/en/property/9214,Code - 32102,For sale,"68,000 USD",'Total area 74 m 2','Floor 5','Count of rooms 3',25.08.2020
4243,https://akcern.am/en/property/9203,Code - 80629,For sale,"460,000 USD",'Total area 185 m 2','Floor ','Count of rooms 4',24.08.2020
4244,https://akcern.am/en/property/8405,Code - 32081,For sale,"125,000 USD",'Total area 109 m 2','Floor 9','Count of rooms 3',22.08.2020
4245,https://akcern.am/en/property/8914,Code - 33148,For sale,"92,000 USD",'Total area 79 m 2','Floor 5','Count of rooms 3',20.08.2020
4246,https://akcern.am/en/property/768,Code - 40263,For sale,"170,000 USD",'Total area 127 m 2','Floor 3','Count of rooms 4',20.08.2020
4247,https://akcern.am/en/property/9169,Code - 80627,For sale,"115,000 USD",'Total area 115 m 2','Floor 3','Count of rooms 3',20.08.2020
4248,https://akcern.am/en/property/9168,Code - 32782,For sale,"170,000 USD",'Total area 76 m 2','Floor ','Count of rooms 3',20.08.2020
4249,https://akcern.am/en/property/6176,Code - 32860,For sale,"125,000 USD",'Total area 91 m 2','Floor 2','Count of rooms 3',20.08.2020
4250,https://akcern.am/en/property/5740,Code - 32841,For sale,"92,000 USD",'Total area 103 m 2','Floor 16','Count of rooms 3',18.08.2020
4251,https://akcern.am/en/property/4918,Code - 40541,For sale,"149,000 USD",'Total area 125 m 2','Floor 1','Count of rooms 4',18.08.2020
4252,https://akcern.am/en/property/8556,Code - 22142,For sale,"65,000 USD",'Total area 63 m 2','Floor 5','Count of rooms 2',17.08.2020
4253,https://akcern.am/en/property/3481,Code - 32355,For sale,"148,000 USD",'Total area 135 m 2','Floor 9','Count of rooms 3',17.08.2020
4254,https://akcern.am/en/property/5288,Code - 31987,For sale,"137,700 USD",'Total area 86 m 2','Floor 6','Count of rooms 3',17.08.2020
4255,https://akcern.am/en/property/8488,Code - 40598,For sale,"289,000 USD",'Total area 318 m 2','Floor 15','Count of rooms 4',14.08.2020
4256,https://akcern.am/en/property/8943,Code - 32099,For sale,"82,000 USD",'Total area 98 m 2','Floor 1','Count of rooms 3',14.08.2020
4257,https://akcern.am/en/property/794,Code - 20861,For sale,"45,000 USD",'Total area 59 m 2','Floor 1','Count of rooms 2',14.08.2020
4258,https://akcern.am/en/property/7378,Code - 40941,For sale,"120,000 USD",'Total area 147 m 2','Floor 1','Count of rooms 4',13.08.2020
4259,https://akcern.am/en/property/7839,Code - 33115,For sale,"99,000 USD",'Total area 91 m 2','Floor 4','Count of rooms 3',13.08.2020
4260,https://akcern.am/en/property/9084,Code - 32780,For sale,"200,000 USD",'Total area 100 m 2','Floor 4','Count of rooms 3',13.08.2020
4261,https://akcern.am/en/property/9083,Code - 22158,For sale,"51,000 USD",'Total area 76 m 2','Floor 15','Count of rooms 2',13.08.2020
4262,https://akcern.am/en/property/1518,Code - 22103,For sale,"53,000 USD",'Total area 36 m 2','Floor 1','Count of rooms 2',13.08.2020
4263,https://akcern.am/en/property/6896,Code - 80419,For sale,"80,000 USD",'Total area 95 m 2','Floor ','Count of rooms 3',12.08.2020
4264,https://akcern.am/en/property/6311,Code - 80302,For sale,"250,000 USD",'Total area 242 m 2','Floor ','Count of rooms 4',11.08.2020
4265,https://akcern.am/en/property/8854,Code - 80443,For sale,"105,000 USD",'Total area 94 m 2','Floor 3','Count of rooms 3',11.08.2020
4266,https://akcern.am/en/property/8622,Code - 33129,For sale,"56,000 USD",'Total area 74 m 2','Floor ','Count of rooms 3',11.08.2020
4267,https://akcern.am/en/property/1846,Code - 40473,For sale,"120,000 USD",'Total area 134 m 2','Floor 5','Count of rooms 4',11.08.2020
4268,https://akcern.am/en/property/4048,Code - 40100,For rent,"1,100 USD",'Total area 140 m 2','Floor 3','Count of rooms 4',11.08.2020
4269,https://akcern.am/en/property/9066,Code - 40625,For sale,"100,000 USD",'Total area 91 m 2','Floor 3','Count of rooms 4',11.08.2020
4270,https://akcern.am/en/property/1993,Code - 80428,For sale,"200,000 USD",'Total area 96 m 2','Floor 4','Count of rooms 3',10.08.2020
4271,https://akcern.am/en/property/4302,Code - 32420,For sale,"65,000 USD",'Total area 80 m 2','Floor 1','Count of rooms 3',10.08.2020
4272,https://akcern.am/en/property/1887,Code - 80229,For sale,"170,000 USD",'Total area 407 m 2','Floor ','Count of rooms 7',10.08.2020
4273,https://akcern.am/en/property/6056,Code - 80388,For sale,"92,000 USD",'Total area 207 m 2','Floor ','Count of rooms 3',10.08.2020
4274,https://akcern.am/en/property/5983,Code - 22021,For sale,"100,000 USD",'Total area 67 m 2','Floor 10','Count of rooms 2',10.08.2020
4275,https://akcern.am/en/property/4697,Code - 40530,For sale,"180,000 USD",'Total area 126 m 2','Floor 1','Count of rooms 4',10.08.2020
4276,https://akcern.am/en/property/848,Code - 80196,For sale,"320,000 USD",'Total area 244 m 2','Floor ','Count of rooms 7',10.08.2020
4277,https://akcern.am/en/property/2367,Code - 21669,For sale,"65,000 USD",'Total area 78 m 2','Floor 13','Count of rooms 2',10.08.2020
4278,https://akcern.am/en/property/6987,Code - 80400,For sale,"150,000 USD",'Total area 84 m 2','Floor 7','Count of rooms 3',10.08.2020
4279,https://akcern.am/en/property/763,Code - 31598,For sale,"65,000 USD",'Total area 73 m 2','Floor ','Count of rooms 3',10.08.2020
4280,https://akcern.am/en/property/7199,Code - 80402,For sale,"180,000 USD",'Total area 116 m 2','Floor 2','Count of rooms 3',10.08.2020
4281,https://akcern.am/en/property/3982,Code - 80345,For sale,"80,000 USD",'Total area 93 m 2','Floor 1','Count of rooms 4',10.08.2020
4282,https://akcern.am/en/property/3332,Code - 80319,For sale,"110,000 USD",'Total area 127 m 2','Floor 7','Count of rooms 4',10.08.2020
4283,https://akcern.am/en/property/6249,Code - 32568,For sale,"150,000 USD",'Total area 103 m 2','Floor 4','Count of rooms 3',10.08.2020
4284,https://akcern.am/en/property/3509,Code - 32320,For sale,"82,000 USD",'Total area 91 m 2','Floor 2','Count of rooms 3',10.08.2020
4285,https://akcern.am/en/property/2129,Code - 80029,For rent,"1,500 USD",'Total area 200 m 2','Floor ','Count of rooms 5',10.08.2020
4286,https://akcern.am/en/property/9051,Code - 32778,For sale,"312,500 USD",'Total area 111 m 2','Floor 15','Count of rooms 3',08.08.2020
4287,https://akcern.am/en/property/8913,Code - 22655,For sale,"55,000 USD",'Total area 54 m 2','Floor 1','Count of rooms 2',08.08.2020
4288,https://akcern.am/en/property/9038,Code - 32661,For sale,"85,000 USD",'Total area 84 m 2','Floor 5','Count of rooms 3',07.08.2020
4289,https://akcern.am/en/property/6727,Code - 32597,For sale,"87,000 USD",'Total area 73 m 2','Floor 8','Count of rooms 3',07.08.2020
4290,https://akcern.am/en/property/9012,Code - 33151,For sale,"130,000 USD",'Total area 92 m 2','Floor 16','Count of rooms 3',06.08.2020
4291,https://akcern.am/en/property/6763,Code - 32602,For sale,"130,000 USD",'Total area 87 m 2','Floor 5','Count of rooms 3',06.08.2020
4292,https://akcern.am/en/property/4031,Code - 32382,For sale,"120,000 USD",'Total area 101 m 2','Floor ','Count of rooms 3',06.08.2020
4293,https://akcern.am/en/property/2514,Code - 32132,For sale,"360,000 USD",'Total area 142 m 2','Floor 3','Count of rooms 3',06.08.2020
4294,https://akcern.am/en/property/2222,Code - 32047,For sale,"280,000 USD",'Total area 80 m 2','Floor 2','Count of rooms 3',06.08.2020
4295,https://akcern.am/en/property/3596,Code - 21844,For sale,"220,000 USD",'Total area 84 m 2','Floor ','Count of rooms 2',06.08.2020
4296,https://akcern.am/en/property/6841,Code - 80398,For sale,"145,000 USD",'Total area 145 m 2','Floor ','Count of rooms 4',06.08.2020
4297,https://akcern.am/en/property/8979,Code - 32775,For sale,"170,000 USD",'Total area 80 m 2','Floor 4','Count of rooms 3',06.08.2020
4298,https://akcern.am/en/property/9004,Code - 22659,For sale,"77,000 USD",'Total area 58 m 2','Floor 2','Count of rooms 2',05.08.2020
4299,https://akcern.am/en/property/61,Code - 80062,For rent,"2,000 USD",'Total area 210 m 2','Floor ','Count of rooms 5',05.08.2020
4300,https://akcern.am/en/property/838,Code - 20105,For sale,"115,000 USD",'Total area 72 m 2','Floor 2','Count of rooms 2',05.08.2020
4301,https://akcern.am/en/property/2591,Code - 10927,For sale,"67,000 USD",'Total area 46 m 2','Floor ','Count of rooms 1',05.08.2020
4302,https://akcern.am/en/property/4670,Code - 80571,For sale,"110,000 USD",'Total area 213 m 2','Floor 1','Count of rooms 3',05.08.2020
4303,https://akcern.am/en/property/4271,Code - 80563,For sale,"160,000 USD",'Total area 116 m 2','Floor 5','Count of rooms 3',05.08.2020
4304,https://akcern.am/en/property/3241,Code - 40558,For sale,"77,000 USD",'Total area 93 m 2','Floor 2','Count of rooms 4',05.08.2020
4305,https://akcern.am/en/property/3052,Code - 40551,For sale,"65,000 USD",'Total area 80 m 2','Floor 9','Count of rooms 4',05.08.2020
4306,https://akcern.am/en/property/6060,Code - 80389,For sale,"290,000 USD",'Total area 140 m 2','Floor 2','Count of rooms 4',05.08.2020
4307,https://akcern.am/en/property/1201,Code - 31746,For sale,"180,000 USD",'Total area 75 m 2','Floor 3','Count of rooms 3',05.08.2020
4308,https://akcern.am/en/property/3288,Code - 80536,For sale,"57,000 USD",'Total area 107 m 2','Floor 5','Count of rooms 2',05.08.2020
4309,https://akcern.am/en/property/5599,Code - 80585,For sale,"250,000 USD",'Total area 116 m 2','Floor 2','Count of rooms 4',05.08.2020
4310,https://akcern.am/en/property/1793,Code - 80398,For sale,"720,000 USD",'Total area 260 m 2','Floor 4','Count of rooms 5',05.08.2020
4311,https://akcern.am/en/property/5779,Code - 30983,For rent,700 USD,'Total area 81 m 2','Floor 2','Count of rooms 3',04.08.2020
4312,https://akcern.am/en/property/4128,Code - 21307,For sale,"75,000 USD",'Total area 57 m 2','Floor 1','Count of rooms 2',04.08.2020
4313,https://akcern.am/en/property/5195,Code - 10404,For rent,460 USD,'Total area 45 m 2','Floor 1','Count of rooms 1',04.08.2020
4314,https://akcern.am/en/property/6810,Code - 40579,For sale,"80,000 USD",'Total area 90 m 2','Floor 3','Count of rooms 4',04.08.2020
4315,https://akcern.am/en/property/8985,Code - 32777,For sale,"175,000 USD",'Total area 97 m 2','Floor 3','Count of rooms 3',04.08.2020
4316,https://akcern.am/en/property/6651,Code - 80537,For sale,"85,000 USD",'Total area 112 m 2','Floor 5','Count of rooms 4',03.08.2020
4317,https://akcern.am/en/property/7076,Code - 32897,For sale,"395,000 USD",'Total area 139 m 2','Floor 5','Count of rooms 3',03.08.2020
4318,https://akcern.am/en/property/6803,Code - 80539,For sale,"154,000 USD",'Total area 80 m 2','Floor ','Count of rooms 3',03.08.2020
4319,https://akcern.am/en/property/6147,Code - 32857,For sale,"155,000 USD",'Total area 89 m 2','Floor 3','Count of rooms 3',03.08.2020
4320,https://akcern.am/en/property/8726,Code - 33134,For sale,"150,000 USD",'Total area 92 m 2','Floor 2','Count of rooms 3',03.08.2020
4321,https://akcern.am/en/property/2848,Code - 80426,For sale,"250,000 USD",'Total area 162 m 2','Floor ','Count of rooms 4',03.08.2020
4322,https://akcern.am/en/property/2159,Code - 32239,For sale,"143,000 USD",'Total area 87 m 2','Floor 11','Count of rooms 3',03.08.2020
4323,https://akcern.am/en/property/5763,Code - 40926,For sale,"460,000 USD",'Total area 115 m 2','Floor 14','Count of rooms 4',03.08.2020
4324,https://akcern.am/en/property/2747,Code - 40771,For sale,"250,000 USD",'Total area 133 m 2','Floor 4','Count of rooms 4',01.08.2020
4325,https://akcern.am/en/property/4101,Code - 80489,For sale,"70,000 USD",'Total area 145 m 2','Floor 4','Count of rooms 5',01.08.2020
4326,https://akcern.am/en/property/691,Code - 80232,For sale,"320,000 USD",'Total area 264 m 2','Floor ','Count of rooms 5',31.07.2020
4327,https://akcern.am/en/property/5545,Code - 32823,For sale,"62,000 USD",'Total area 80 m 2','Floor 3','Count of rooms 3',31.07.2020
4328,https://akcern.am/en/property/1443,Code - 40590,For sale,"163,000 USD",'Total area 131 m 2','Floor 5','Count of rooms 4',31.07.2020
4329,https://akcern.am/en/property/719,Code - 40230,For sale,"130,000 USD",'Total area 137 m 2','Floor ','Count of rooms 4',31.07.2020
4330,https://akcern.am/en/property/8503,Code - 32091,For sale,"93,000 USD",'Total area 95 m 2','Floor 4','Count of rooms 3',30.07.2020
4331,https://akcern.am/en/property/7279,Code - 22072,For sale,"95,000 USD",'Total area 77 m 2','Floor 2','Count of rooms 2',30.07.2020
4332,https://akcern.am/en/property/7752,Code - 40944,For sale,"185,000 USD",'Total area 119 m 2','Floor 8','Count of rooms 4',30.07.2020
4333,https://akcern.am/en/property/6533,Code - 32881,For sale,"60,000 USD",'Total area 78 m 2','Floor 3','Count of rooms 3',30.07.2020
4334,https://akcern.am/en/property/4718,Code - 33005,For sale,"124,000 USD",'Total area 114 m 2','Floor 8','Count of rooms 3',30.07.2020
4335,https://akcern.am/en/property/5887,Code - 80408,For sale,"280,000 USD",'Total area 216 m 2','Floor 15','Count of rooms 5',30.07.2020
4336,https://akcern.am/en/property/8186,Code - 22628,For sale,"39,000 USD",'Total area 51 m 2','Floor 5','Count of rooms 2',30.07.2020
4337,https://akcern.am/en/property/7493,Code - 22619,For sale,"85,000 USD",'Total area 73 m 2','Floor 10','Count of rooms 2',30.07.2020
4338,https://akcern.am/en/property/2708,Code - 21200,For sale,"60,000 USD",'Total area 57 m 2','Floor 5','Count of rooms 2',29.07.2020
4339,https://akcern.am/en/property/8920,Code - 32098,For sale,"68,000 USD",'Total area 86 m 2','Floor 6','Count of rooms 3',29.07.2020
4340,https://akcern.am/en/property/8918,Code - 32773,For sale,"140,000 USD",'Total area 110 m 2','Floor 3','Count of rooms 3',29.07.2020
4341,https://akcern.am/en/property/2869,Code - 21220,For sale,"60,000 USD",'Total area 50 m 2','Floor 4','Count of rooms 2',29.07.2020
4342,https://akcern.am/en/property/8904,Code - 32097,For sale,"85,000 USD",'Total area 88 m 2','Floor 7','Count of rooms 3',28.07.2020
4343,https://akcern.am/en/property/8768,Code - 80624,For sale,"105,000 USD",'Total area 105 m 2','Floor 3','Count of rooms 4',27.07.2020
4344,https://akcern.am/en/property/3163,Code - 40798,For sale,"250,000 USD",'Total area 162 m 2','Floor 3','Count of rooms 4',25.07.2020
4345,https://akcern.am/en/property/2731,Code - 40524,For sale,"125,000 USD",'Total area 134 m 2','Floor ','Count of rooms 4',25.07.2020
4346,https://akcern.am/en/property/1837,Code - 31369,For sale,"300,000 USD",'Total area 132 m 2','Floor 2','Count of rooms 3',25.07.2020
4347,https://akcern.am/en/property/911,Code - 80073,For sale,"190,000 USD",'Total area 160 m 2','Floor 2','Count of rooms 3',25.07.2020
4348,https://akcern.am/en/property/1470,Code - 80166,For sale,"747,000 USD",'Total area 249 m 2','Floor ','Count of rooms 7',25.07.2020
4349,https://akcern.am/en/property/3632,Code - 80253,For sale,"380,000 USD",'Total area 175 m 2','Floor ','Count of rooms 4',25.07.2020
4350,https://akcern.am/en/property/2909,Code - 80233,For sale,"320,000 USD",'Total area 200 m 2','Floor ','Count of rooms 5',25.07.2020
4351,https://akcern.am/en/property/8421,Code - 22632,For sale,"85,000 USD",'Total area 72 m 2','Floor 9','Count of rooms 2',25.07.2020
4352,https://akcern.am/en/property/8832,Code - 22125,For sale,"80,000 USD",'Total area 66 m 2','Floor ','Count of rooms 2',25.07.2020
4353,https://akcern.am/en/property/8246,Code - 10757,For rent,350 USD,'Total area 36 m 2','Floor 3','Count of rooms 1',24.07.2020
4354,https://akcern.am/en/property/7262,Code - 10570,For rent,"1,000 USD",'Total area 44 m 2','Floor 2','Count of rooms 1',24.07.2020
4355,https://akcern.am/en/property/7843,Code - 80074,For rent,"1,800 USD",'Total area 100 m 2','Floor 2','Count of rooms 4',24.07.2020
4356,https://akcern.am/en/property/8877,Code - 32762,For sale,"138,000 USD",'Total area 86 m 2','Floor 5','Count of rooms 3',24.07.2020
4357,https://akcern.am/en/property/8863,Code - 33147,For sale,"75,000 USD",'Total area 92 m 2','Floor 5','Count of rooms 3',23.07.2020
4358,https://akcern.am/en/property/6240,Code - 40931,For sale,"175,000 USD",'Total area 112 m 2','Floor 2','Count of rooms 4',23.07.2020
4359,https://akcern.am/en/property/2273,Code - 20420,For rent,550 USD,'Total area 68 m 2','Floor 5','Count of rooms 2',23.07.2020
4360,https://akcern.am/en/property/7893,Code - 22115,For sale,"123,000 USD",'Total area 66 m 2','Floor 5','Count of rooms 2',23.07.2020
4361,https://akcern.am/en/property/8850,Code - 22209,For sale,"165,000 USD",'Total area 77 m 2','Floor 4','Count of rooms 2',22.07.2020
4362,https://akcern.am/en/property/2582,Code - 10633,For rent,450 USD,'Total area 38 m 2','Floor 3','Count of rooms 1',20.07.2020
4363,https://akcern.am/en/property/3459,Code - 80460,For sale,"80,000 USD",'Total area 100 m 2','Floor 5','Count of rooms 4',20.07.2020
4364,https://akcern.am/en/property/1341,Code - 40570,For sale,"300,000 USD",'Total area 150 m 2','Floor 7','Count of rooms 4',20.07.2020
4365,https://akcern.am/en/property/7874,Code - 30867,For rent,500 USD,'Total area 113 m 2','Floor 5','Count of rooms 3',20.07.2020
4366,https://akcern.am/en/property/5685,Code - 80498,For sale,"195,000 USD",'Total area 123 m 2','Floor 4','Count of rooms 6',18.07.2020
4367,https://akcern.am/en/property/8813,Code - 80413,For sale,"206,000 USD",'Total area 229 m 2','Floor 1','Count of rooms 4',17.07.2020
4368,https://akcern.am/en/property/801,Code - 80151,For sale,"85,000 USD",'Total area 169 m 2','Floor 2','Count of rooms 6',17.07.2020
4369,https://akcern.am/en/property/3879,Code - 80488,For sale,"87,000 USD",'Total area 114 m 2','Floor 4','Count of rooms 3',17.07.2020
4370,https://akcern.am/en/property/5399,Code - 32817,For sale,"400,000 USD",'Total area 85 m 2','Floor 5','Count of rooms 3',17.07.2020
4371,https://akcern.am/en/property/5384,Code - 80526,For sale,"80,000 USD",'Total area 141 m 2','Floor 1','Count of rooms 3',17.07.2020
4372,https://akcern.am/en/property/8808,Code - 33143,For sale,"460,000 USD",'Total area 162 m 2','Floor 14','Count of rooms 3',17.07.2020
4373,https://akcern.am/en/property/8809,Code - 22651,For sale,"250,000 USD",'Total area 89 m 2','Floor 14','Count of rooms 2',17.07.2020
4374,https://akcern.am/en/property/2366,Code - 80393,For sale,"320,000 USD",'Total area 414 m 2','Floor 1','Count of rooms 10',16.07.2020
4375,https://akcern.am/en/property/1987,Code - 80373,For sale,"125,000 USD",'Total area 125 m 2','Floor 2','Count of rooms 4',16.07.2020
4376,https://akcern.am/en/property/2743,Code - 80419,For sale,"280,000 USD",'Total area 186 m 2','Floor 7','Count of rooms 5',16.07.2020
4377,https://akcern.am/en/property/3500,Code - 32810,For sale,"200,000 USD",'Total area 107 m 2','Floor 11','Count of rooms 3',16.07.2020
4378,https://akcern.am/en/property/4641,Code - 32998,For sale,"75,000 USD",'Total area 80 m 2','Floor ','Count of rooms 3',16.07.2020
4379,https://akcern.am/en/property/8771,Code - 32647,For sale,"190,000 USD",'Total area 76 m 2','Floor 5','Count of rooms 3',16.07.2020
4380,https://akcern.am/en/property/8767,Code - 32759,For sale,"65,000 USD",'Total area 82 m 2','Floor 5','Count of rooms 3',16.07.2020
4381,https://akcern.am/en/property/8735,Code - 10884,For sale,"33,000 USD",'Total area 41 m 2','Floor 6','Count of rooms 1',16.07.2020
4382,https://akcern.am/en/property/2864,Code - 10999,For sale,"51,000 USD",'Total area 36 m 2','Floor 5','Count of rooms 1',15.07.2020
